date,hour_of_day,day_of_week,is_weekend,season,temperature,electricity_demand,gas_demand
1/21/2025,2,1,0,Winter,4.1,410.39,270.24
1/21/2025,3,1,0,Winter,8.6,572.38,225.19
1/21/2025,4,1,0,Winter,5.5,412.38,188.95
1/21/2025,5,1,0,Winter,3.3,501,243.16
1/21/2025,6,1,0,Winter,10.5,587.93,245.56
1/21/2025,7,1,0,Winter,10.6,551.7,161.92
1/21/2025,8,1,0,Winter,8,416.98,133.78
1/21/2025,9,1,0,Winter,-2.3,594.55,189.92
1/21/2025,10,1,0,Winter,13,492.39,244.07
1/21/2025,11,1,0,Winter,0.4,466.42,155.44
1/21/2025,12,1,0,Winter,0,398.55,231.37
1/21/2025,13,1,0,Winter,9.2,499.17,262.28
1/21/2025,14,1,0,Winter,3.5,436.66,183.5
1/21/2025,15,1,0,Winter,6.3,509.33,247.04
1/21/2025,16,1,0,Winter,8.8,586.37,262.51
1/21/2025,17,1,0,Winter,1.3,350.58,189.8
1/21/2025,18,1,0,Winter,12.1,518.7,195.24
1/21/2025,19,1,0,Winter,10.1,452.1,221.32
1/21/2025,20,1,0,Winter,7.5,555.36,157.07
1/21/2025,21,1,0,Winter,-0.1,432.36,156.4
1/21/2025,22,1,0,Winter,-1.3,575.31,189.72
1/21/2025,23,1,0,Winter,10.9,353.18,154.64
1/22/2025,0,2,0,Winter,4.2,552.28,221.64
1/22/2025,1,2,0,Winter,-0.9,584.9,256.64
1/22/2025,2,2,0,Winter,9.2,498,171.14
1/22/2025,3,2,0,Winter,5.3,381.54,144.2
1/22/2025,4,2,0,Winter,4.5,478.27,157.35
1/22/2025,5,2,0,Winter,-1.3,474.96,176.44
1/22/2025,6,2,0,Winter,11.5,484.03,252.91
1/22/2025,7,2,0,Winter,3.3,453.68,215.91
1/22/2025,8,2,0,Winter,11,457.14,267.3
1/22/2025,9,2,0,Winter,3.6,446.87,256.12
1/22/2025,10,2,0,Winter,8.6,502.5,149.9
1/22/2025,11,2,0,Winter,7.5,542.42,175.03
1/22/2025,12,2,0,Winter,1.9,407.81,189.41
1/22/2025,13,2,0,Winter,4.2,436.93,250.64
1/22/2025,14,2,0,Winter,10,503.69,208.15
1/22/2025,15,2,0,Winter,9.3,353.23,176.77
1/22/2025,16,2,0,Winter,8.4,409.8,154.81
1/22/2025,17,2,0,Winter,6.5,367.92,250.17
1/22/2025,18,2,0,Winter,-0.5,479.23,173.31
1/22/2025,19,2,0,Winter,7.8,579.53,244.52
1/22/2025,20,2,0,Winter,8.1,362.71,196.88
1/22/2025,21,2,0,Winter,1,567.31,248.02
1/22/2025,22,2,0,Winter,2.8,567.15,183.74
1/22/2025,23,2,0,Winter,7.8,579.33,149.8
1/23/2025,0,3,0,Winter,4.1,499.65,209.97
1/23/2025,1,3,0,Winter,1.8,471.65,187.28
1/23/2025,2,3,0,Winter,6,381.38,215.34
1/23/2025,3,3,0,Winter,0.3,527.55,162.22
1/23/2025,4,3,0,Winter,5.6,571.66,219.97
1/23/2025,5,3,0,Winter,7.5,590.03,192.27
1/23/2025,6,3,0,Winter,10.4,429.6,207.83
1/23/2025,7,3,0,Winter,1.1,476.67,233.22
1/23/2025,8,3,0,Winter,1.1,580.79,146.26
1/23/2025,9,3,0,Winter,4.5,451.79,267.99
1/23/2025,10,3,0,Winter,0.1,585.11,233.94
1/23/2025,11,3,0,Winter,2.8,536.48,167.68
1/23/2025,12,3,0,Winter,10.6,403.62,208.09
1/23/2025,13,3,0,Winter,11.2,417.38,176.39
1/23/2025,14,3,0,Winter,2.3,413.41,183.63
1/23/2025,15,3,0,Winter,5.9,468.66,161.61
1/23/2025,16,3,0,Winter,8.4,559.85,255.69
1/23/2025,17,3,0,Winter,5,585.69,255.94
1/23/2025,18,3,0,Winter,1.6,399.78,187.54
1/23/2025,19,3,0,Winter,5.9,418.4,246.5
1/23/2025,20,3,0,Winter,3.2,361.1,264.93
1/23/2025,21,3,0,Winter,-2.1,453.17,172.28
1/23/2025,22,3,0,Winter,5.2,375.86,154.59
1/23/2025,23,3,0,Winter,8.4,484.05,185.16
1/24/2025,0,4,0,Winter,5.5,483.57,256.62
1/24/2025,1,4,0,Winter,1.1,548.86,193.45
1/24/2025,2,4,0,Winter,7.3,516.83,218.05
1/24/2025,3,4,0,Winter,9.8,459.41,169.84
1/24/2025,4,4,0,Winter,9.9,583.2,215.85
1/24/2025,5,4,0,Winter,-1.2,570.33,230.72
1/24/2025,6,4,0,Winter,9.2,519.72,137.23
1/24/2025,7,4,0,Winter,12.5,499.18,259.07
1/24/2025,8,4,0,Winter,10.2,543.6,198.01
1/24/2025,9,4,0,Winter,-0.2,405.18,201.05
1/24/2025,10,4,0,Winter,9.2,445.04,141.23
1/24/2025,11,4,0,Winter,9.7,362.38,151.57
1/24/2025,12,4,0,Winter,1.7,456.32,142.18
1/24/2025,13,4,0,Winter,-0.2,529.19,165.2
1/24/2025,14,4,0,Winter,5,376.16,252.71
1/24/2025,15,4,0,Winter,1.4,458.22,164.97
1/24/2025,16,4,0,Winter,11.9,436.5,259.3
1/24/2025,17,4,0,Winter,4.1,569.02,171.19
1/24/2025,18,4,0,Winter,1.6,484.77,230.2
1/24/2025,19,4,0,Winter,-0.2,451.78,152.7
1/24/2025,20,4,0,Winter,5.3,580.94,258
1/24/2025,21,4,0,Winter,0.5,519.2,235.96
1/24/2025,22,4,0,Winter,9.3,519.59,157.81
1/24/2025,23,4,0,Winter,8.1,523.17,209.24
1/25/2025,0,5,1,Winter,8.8,436.06,166.03
1/25/2025,1,5,1,Winter,6.1,637.01,304.23
1/25/2025,2,5,1,Winter,12.9,592.92,248.53
1/25/2025,3,5,1,Winter,-0.4,534.72,220.02
1/25/2025,4,5,1,Winter,3.9,621.95,310.52
1/25/2025,5,5,1,Winter,7.5,670.15,275.35
1/25/2025,6,5,1,Winter,7.7,639.03,268.51
1/25/2025,7,5,1,Winter,4,669.96,292.46
1/25/2025,8,5,1,Winter,1.4,570.53,200.37
1/25/2025,9,5,1,Winter,0.4,552.11,243.97
1/25/2025,10,5,1,Winter,3.2,534.66,319.06
1/25/2025,11,5,1,Winter,1.4,564.42,281.6
1/25/2025,12,5,1,Winter,5.9,643.56,283.6
1/25/2025,13,5,1,Winter,8.3,521.97,184.91
1/25/2025,14,5,1,Winter,7.9,472.2,234.49
1/25/2025,15,5,1,Winter,7.9,454.73,290.13
1/25/2025,16,5,1,Winter,2.7,696.3,287.01
1/25/2025,17,5,1,Winter,3.7,461.03,181.32
1/25/2025,18,5,1,Winter,8.7,509.53,214.03
1/25/2025,19,5,1,Winter,-1.9,633.27,272.62
1/25/2025,20,5,1,Winter,3.5,598.24,314.43
1/25/2025,21,5,1,Winter,7.3,501.89,202.02
1/25/2025,22,5,1,Winter,7.3,425.44,215.29
1/25/2025,23,5,1,Winter,0.5,711.67,172.23
1/26/2025,0,6,1,Winter,6.3,464.34,257.48
1/26/2025,1,6,1,Winter,8.7,683.38,249.3
1/26/2025,2,6,1,Winter,9.5,457.67,157.25
1/26/2025,3,6,1,Winter,1.2,502.6,290.12
1/26/2025,4,6,1,Winter,9.9,708.8,316.28
1/26/2025,5,6,1,Winter,9.8,700.08,288.83
1/26/2025,6,6,1,Winter,7.6,583.42,319.33
1/26/2025,7,6,1,Winter,9.7,638.21,202.14
1/26/2025,8,6,1,Winter,4.3,643.13,213.24
1/26/2025,9,6,1,Winter,7.6,468.02,194.09
1/26/2025,10,6,1,Winter,4,437.02,268.95
1/26/2025,11,6,1,Winter,9.1,486.29,261.17
1/26/2025,12,6,1,Winter,3.4,603.85,229.35
1/26/2025,13,6,1,Winter,-1.2,461.22,319.89
1/26/2025,14,6,1,Winter,4.2,610.99,313.48
1/26/2025,15,6,1,Winter,9.3,579.91,228.6
1/26/2025,16,6,1,Winter,10.3,472.02,212.83
1/26/2025,17,6,1,Winter,5.9,635.48,228.34
1/26/2025,18,6,1,Winter,-1.1,701.95,219.53
1/26/2025,19,6,1,Winter,8.8,545.4,190.01
1/26/2025,20,6,1,Winter,-1.6,649.33,297.41
1/26/2025,21,6,1,Winter,-0.8,557.8,212.77
1/26/2025,22,6,1,Winter,0.3,501.21,310.87
1/26/2025,23,6,1,Winter,8.7,581.3,188.48
1/27/2025,0,0,0,Winter,0.9,532.88,143.29
1/27/2025,1,0,0,Winter,5,556.68,184.24
1/27/2025,2,0,0,Winter,1.9,398.49,199.46
1/27/2025,3,0,0,Winter,1.6,364.1,149.14
1/27/2025,4,0,0,Winter,0,577.13,203.75
1/27/2025,5,0,0,Winter,3.6,593.11,265.84
1/27/2025,6,0,0,Winter,0,552.95,269.96
1/27/2025,7,0,0,Winter,-0.3,405.44,210.19
1/27/2025,8,0,0,Winter,7.5,577.84,231.19
1/27/2025,9,0,0,Winter,8.7,374.9,230.4
1/27/2025,10,0,0,Winter,0,556.38,252.12
1/27/2025,11,0,0,Winter,3,590.54,231.36
1/27/2025,12,0,0,Winter,7.2,579.01,202.36
1/27/2025,13,0,0,Winter,-1.5,419.89,226.34
1/27/2025,14,0,0,Winter,1.6,537.25,192.93
1/27/2025,15,0,0,Winter,10.8,412.14,147.45
1/27/2025,16,0,0,Winter,-0.4,577.73,198.74
1/27/2025,17,0,0,Winter,-0.9,352.64,204.38
1/27/2025,18,0,0,Winter,2.9,491.02,194.11
1/27/2025,19,0,0,Winter,6.9,358.81,250.01
1/27/2025,20,0,0,Winter,-1.5,425.75,251.47
1/27/2025,21,0,0,Winter,-1.4,497.18,183.91
1/27/2025,22,0,0,Winter,-0.1,401.57,207.45
1/27/2025,23,0,0,Winter,8.9,462.5,180.88
1/28/2025,0,1,0,Winter,5.1,443.19,264.3
1/28/2025,1,1,0,Winter,9.2,577.53,258.97
1/28/2025,2,1,0,Winter,6.7,589.24,216.96
1/28/2025,3,1,0,Winter,-0.9,454.28,274.05
1/28/2025,4,1,0,Winter,10.2,536.37,186.8
1/28/2025,5,1,0,Winter,5.7,513.83,183.6
1/28/2025,6,1,0,Winter,7.5,553.37,161
1/28/2025,7,1,0,Winter,-2.5,462.14,237.45
1/28/2025,8,1,0,Winter,6.3,517.7,151.02
1/28/2025,9,1,0,Winter,11.7,541.48,163.36
1/28/2025,10,1,0,Winter,-0.3,378.03,161.22
1/28/2025,11,1,0,Winter,3.2,542.15,179.8
1/28/2025,12,1,0,Winter,6,446.5,256.91
1/28/2025,13,1,0,Winter,3.5,392.76,143.33
1/28/2025,14,1,0,Winter,-0.2,392.68,197
1/28/2025,15,1,0,Winter,7.8,563.3,199.06
1/28/2025,16,1,0,Winter,5.3,380.97,192.77
1/28/2025,17,1,0,Winter,7.9,543.6,257.39
1/28/2025,18,1,0,Winter,-0.2,529.24,223.94
1/28/2025,19,1,0,Winter,0.8,367.32,221.41
1/28/2025,20,1,0,Winter,2.8,582,194.62
1/28/2025,21,1,0,Winter,2.6,524.86,221.05
1/28/2025,22,1,0,Winter,4.1,519.99,193.33
1/28/2025,23,1,0,Winter,-1.7,580.26,273.88
1/29/2025,0,2,0,Winter,11,376.55,166.37
1/29/2025,1,2,0,Winter,1.7,589.21,173.28
1/29/2025,2,2,0,Winter,-2.4,555.45,144.56
1/29/2025,3,2,0,Winter,6.7,482.01,196.9
1/29/2025,4,2,0,Winter,2.4,584.85,271.29
1/29/2025,5,2,0,Winter,0.9,533.24,170.58
1/29/2025,6,2,0,Winter,11.8,594.18,241.31
1/29/2025,7,2,0,Winter,8.5,377.03,256.94
1/29/2025,8,2,0,Winter,7.7,457.96,219.12
1/29/2025,9,2,0,Winter,6.9,523.31,183.64
1/29/2025,10,2,0,Winter,2.6,459.93,250.41
1/29/2025,11,2,0,Winter,4.2,446.73,154.38
1/29/2025,12,2,0,Winter,2,504.78,132.42
1/29/2025,13,2,0,Winter,11.1,370.75,154.24
1/29/2025,14,2,0,Winter,6,582.18,160.59
1/29/2025,15,2,0,Winter,2.3,557.6,226.98
1/29/2025,16,2,0,Winter,-0.5,380.49,146.38
1/29/2025,17,2,0,Winter,4.1,511.11,253.29
1/29/2025,18,2,0,Winter,4.7,489.98,202.47
1/29/2025,19,2,0,Winter,11.7,429.84,264.17
1/29/2025,20,2,0,Winter,8.7,398.31,223.86
1/29/2025,21,2,0,Winter,10.3,477.89,139.52
1/29/2025,22,2,0,Winter,-0.3,353.05,135.46
1/29/2025,23,2,0,Winter,10.1,471.48,206.85
1/30/2025,0,3,0,Winter,2.2,525.92,144.64
1/30/2025,1,3,0,Winter,3.7,369.42,162.88
1/30/2025,2,3,0,Winter,0.1,456.18,260.44
1/30/2025,3,3,0,Winter,3.4,556.17,267.76
1/30/2025,4,3,0,Winter,12.7,565.06,258.96
1/30/2025,5,3,0,Winter,11.3,513.09,207.97
1/30/2025,6,3,0,Winter,0.6,501.71,262.61
1/30/2025,7,3,0,Winter,2.7,386.19,239.38
1/30/2025,8,3,0,Winter,2,450.08,210.86
1/30/2025,9,3,0,Winter,-3.4,595.51,168.96
1/30/2025,10,3,0,Winter,11.1,401.74,146.66
1/30/2025,11,3,0,Winter,9.6,381.1,220.13
1/30/2025,12,3,0,Winter,7.5,559.04,204.93
1/30/2025,13,3,0,Winter,-2.3,502.48,153.01
1/30/2025,14,3,0,Winter,-0.5,386.27,182.23
1/30/2025,15,3,0,Winter,7.9,456.03,163.44
1/30/2025,16,3,0,Winter,7.6,470.86,210.03
1/30/2025,17,3,0,Winter,-0.9,389.1,161.65
1/30/2025,18,3,0,Winter,5.4,395.37,143.16
1/30/2025,19,3,0,Winter,11.8,529.15,216.51
1/30/2025,20,3,0,Winter,6.6,573.58,187.92
1/30/2025,21,3,0,Winter,0.1,514.67,242.66
1/30/2025,22,3,0,Winter,9.6,463.05,272.66
1/30/2025,23,3,0,Winter,4.6,595.68,146.18
1/31/2025,0,4,0,Winter,7,518.33,168.81
1/31/2025,1,4,0,Winter,3.6,572.01,268.04
1/31/2025,2,4,0,Winter,2.5,586.73,206.89
1/31/2025,3,4,0,Winter,4.4,580.17,223.04
1/31/2025,4,4,0,Winter,4.8,358.15,133.33
1/31/2025,5,4,0,Winter,5.2,575.78,159.26
1/31/2025,6,4,0,Winter,6.8,498.73,186.71
1/31/2025,7,4,0,Winter,10.2,431.45,178.09
1/31/2025,8,4,0,Winter,1.1,514.49,143.17
1/31/2025,9,4,0,Winter,0.5,469.55,176.06
1/31/2025,10,4,0,Winter,3.6,492.44,232.68
1/31/2025,11,4,0,Winter,6.1,588.25,161.79
1/31/2025,12,4,0,Winter,1.3,587.99,240.85
1/31/2025,13,4,0,Winter,9.9,382.8,167.5
1/31/2025,14,4,0,Winter,2.8,482.65,262.67
1/31/2025,15,4,0,Winter,7.6,397.96,268.02
1/31/2025,16,4,0,Winter,3.6,544.63,177.95
1/31/2025,17,4,0,Winter,10.7,398.94,244.18
1/31/2025,18,4,0,Winter,-0.1,505.14,150.35
1/31/2025,19,4,0,Winter,7.3,426.29,154.41
1/31/2025,20,4,0,Winter,1.1,490.04,274.26
1/31/2025,21,4,0,Winter,2.6,371.39,269.71
1/31/2025,22,4,0,Winter,4.6,417.51,252.05
1/31/2025,23,4,0,Winter,-0.9,450.32,263.16
2/1/2025,0,5,1,Winter,0.6,494.81,239.83
2/1/2025,1,5,1,Winter,8.4,712.05,228.09
2/1/2025,2,5,1,Winter,4.8,575.11,272.47
2/1/2025,3,5,1,Winter,0.8,527.27,189.82
2/1/2025,4,5,1,Winter,0.5,475.95,249.55
2/1/2025,5,5,1,Winter,-0.1,595.14,173.96
2/1/2025,6,5,1,Winter,7.6,586.39,239.48
2/1/2025,7,5,1,Winter,-1.1,626.52,256.23
2/1/2025,8,5,1,Winter,1.9,547.89,159.46
2/1/2025,9,5,1,Winter,0.2,629.39,281.34
2/1/2025,10,5,1,Winter,2.1,603.23,296.64
2/1/2025,11,5,1,Winter,6.8,537.91,159.02
2/1/2025,12,5,1,Winter,11.7,575.33,168.11
2/1/2025,13,5,1,Winter,8.2,464.28,161.69
2/1/2025,14,5,1,Winter,10.3,504,159.71
2/1/2025,15,5,1,Winter,3.7,503.62,201.98
2/1/2025,16,5,1,Winter,2.2,503.38,218.12
2/1/2025,17,5,1,Winter,8.4,457.79,254.06
2/1/2025,18,5,1,Winter,10.8,477.64,279.87
2/1/2025,19,5,1,Winter,6.6,481.45,246.66
2/1/2025,20,5,1,Winter,13.4,559.62,204.39
2/1/2025,21,5,1,Winter,5.1,596.44,168.18
2/1/2025,22,5,1,Winter,9.9,709.39,294.69
2/1/2025,23,5,1,Winter,-0.7,622.94,219.66
2/2/2025,0,6,1,Winter,8.8,669.09,306.18
2/2/2025,1,6,1,Winter,8.6,571.86,318.45
2/2/2025,2,6,1,Winter,6.6,594.38,205.22
2/2/2025,3,6,1,Winter,-0.2,478.31,169.14
2/2/2025,4,6,1,Winter,0.4,627.33,323.32
2/2/2025,5,6,1,Winter,11.9,455.9,234.99
2/2/2025,6,6,1,Winter,-0.1,696.53,216.51
2/2/2025,7,6,1,Winter,5.8,667.75,281
2/2/2025,8,6,1,Winter,5.8,710.58,258.54
2/2/2025,9,6,1,Winter,10.7,520.4,249.56
2/2/2025,10,6,1,Winter,0.4,462.54,226.45
2/2/2025,11,6,1,Winter,7.7,574.26,169.99
2/2/2025,12,6,1,Winter,2.1,634.7,226.83
2/2/2025,13,6,1,Winter,1.5,715.65,302.83
2/2/2025,14,6,1,Winter,2.2,500.96,316.85
2/2/2025,15,6,1,Winter,3,648.96,266.41
2/2/2025,16,6,1,Winter,0,597.69,251.02
2/2/2025,17,6,1,Winter,6.8,680.1,208.11
2/2/2025,18,6,1,Winter,2.1,572.5,176.59
2/2/2025,19,6,1,Winter,4.1,493.97,255.86
2/2/2025,20,6,1,Winter,5.1,474.31,293.78
2/2/2025,21,6,1,Winter,-2.2,514.39,178.07
2/2/2025,22,6,1,Winter,10.9,539.93,261.98
2/2/2025,23,6,1,Winter,10.7,623.13,197.26
2/3/2025,0,0,0,Winter,7.2,440.22,161.85
2/3/2025,1,0,0,Winter,4.1,461.74,206.92
2/3/2025,2,0,0,Winter,-1.3,562.29,209.02
2/3/2025,3,0,0,Winter,8.6,488.24,266.01
2/3/2025,4,0,0,Winter,9.6,432.46,248.17
2/3/2025,5,0,0,Winter,3.4,405.38,190.46
2/3/2025,6,0,0,Winter,-1.3,469.26,147.27
2/3/2025,7,0,0,Winter,9,540.36,263.99
2/3/2025,8,0,0,Winter,7.9,478.72,266.27
2/3/2025,9,0,0,Winter,6.8,599.72,147.67
2/3/2025,10,0,0,Winter,0.6,574.26,177.88
2/3/2025,11,0,0,Winter,7.9,373.03,150.93
2/3/2025,12,0,0,Winter,13.6,586.02,176.44
2/3/2025,13,0,0,Winter,4.2,528.89,226.71
2/3/2025,14,0,0,Winter,0.1,433.63,161.31
2/3/2025,15,0,0,Winter,3.2,435.45,151.67
2/3/2025,16,0,0,Winter,0.5,500.72,157.32
2/3/2025,17,0,0,Winter,-2.9,421.02,178.37
2/3/2025,18,0,0,Winter,2.5,593.74,138.49
2/3/2025,19,0,0,Winter,-0.1,544.61,189.69
2/3/2025,20,0,0,Winter,8.1,427.9,274.7
2/3/2025,21,0,0,Winter,6.7,467.91,154.57
2/3/2025,22,0,0,Winter,-2.8,465.82,138.01
2/3/2025,23,0,0,Winter,9.4,404.01,209.91
2/4/2025,0,1,0,Winter,1.1,388.54,252.65
2/4/2025,1,1,0,Winter,12.3,475.52,187.56
2/4/2025,2,1,0,Winter,7.6,357.69,213.74
2/4/2025,3,1,0,Winter,4.1,381.11,229.33
2/4/2025,4,1,0,Winter,4.4,593.86,168.82
2/4/2025,5,1,0,Winter,8.9,534.13,253.98
2/4/2025,6,1,0,Winter,8.4,388.8,205.81
2/4/2025,7,1,0,Winter,3.9,449.97,243.76
2/4/2025,8,1,0,Winter,6.6,525.98,144.67
2/4/2025,9,1,0,Winter,8.9,540.21,233.14
2/4/2025,10,1,0,Winter,8.5,356.67,152.05
2/4/2025,11,1,0,Winter,7.4,443.98,159.64
2/4/2025,12,1,0,Winter,3.6,413.76,254.02
2/4/2025,13,1,0,Winter,7.9,435.95,231.03
2/4/2025,14,1,0,Winter,2.7,543.62,155.77
2/4/2025,15,1,0,Winter,-0.1,453.86,151.53
2/4/2025,16,1,0,Winter,8.3,544.41,238.9
2/4/2025,17,1,0,Winter,1.3,513.23,214.19
2/4/2025,18,1,0,Winter,13.3,547.18,212.16
2/4/2025,19,1,0,Winter,8.1,424.66,212.09
2/4/2025,20,1,0,Winter,10.1,449.35,207.26
2/4/2025,21,1,0,Winter,1.5,409.2,250.61
2/4/2025,22,1,0,Winter,8.7,581.85,151.11
2/4/2025,23,1,0,Winter,4.4,564.6,144.89
2/5/2025,0,2,0,Winter,11.5,371.55,225.31
2/5/2025,1,2,0,Winter,2.4,383.23,243.4
2/5/2025,2,2,0,Winter,0.8,456.32,167.75
2/5/2025,3,2,0,Winter,9.1,462.64,240.05
2/5/2025,4,2,0,Winter,12,582.11,249.03
2/5/2025,5,2,0,Winter,1.2,599.47,144.5
2/5/2025,6,2,0,Winter,7.1,577.47,273.42
2/5/2025,7,2,0,Winter,-0.4,505.76,209.47
2/5/2025,8,2,0,Winter,13,443.75,253.47
2/5/2025,9,2,0,Winter,3.5,540.12,189.49
2/5/2025,10,2,0,Winter,4.1,440.84,184.68
2/5/2025,11,2,0,Winter,6.7,493.25,135.74
2/5/2025,12,2,0,Winter,4.4,563.89,203.34
2/5/2025,13,2,0,Winter,-3.3,581.93,177.84
2/5/2025,14,2,0,Winter,8,503.89,247.51
2/5/2025,15,2,0,Winter,-0.5,385.02,217.7
2/5/2025,16,2,0,Winter,6.2,536.69,193.94
2/5/2025,17,2,0,Winter,4.5,425,251.17
2/5/2025,18,2,0,Winter,8.7,491.3,213.26
2/5/2025,19,2,0,Winter,2.1,422.78,177.88
2/5/2025,20,2,0,Winter,8.8,559.51,166.81
2/5/2025,21,2,0,Winter,5.3,354.84,240.68
2/5/2025,22,2,0,Winter,8.6,541.32,231.28
2/5/2025,23,2,0,Winter,9.5,530.16,147.41
2/6/2025,0,3,0,Winter,5.6,570.51,270.88
2/6/2025,1,3,0,Winter,1.1,487.93,220.63
2/6/2025,2,3,0,Winter,-1.2,546.56,151.93
2/6/2025,3,3,0,Winter,-1.9,430.44,195.14
2/6/2025,4,3,0,Winter,-3.3,511.29,168.12
2/6/2025,5,3,0,Winter,1.5,462.03,187.08
2/6/2025,6,3,0,Winter,2.7,507.05,181.35
2/6/2025,7,3,0,Winter,8,528.08,140.7
2/6/2025,8,3,0,Winter,9.6,510.48,187.97
2/6/2025,9,3,0,Winter,6.5,595.89,182.79
2/6/2025,10,3,0,Winter,10.2,464.79,218.69
2/6/2025,11,3,0,Winter,6.9,561.59,136.39
2/6/2025,12,3,0,Winter,3,556.05,151.91
2/6/2025,13,3,0,Winter,1.5,523.27,167.54
2/6/2025,14,3,0,Winter,10.3,545.43,238.2
2/6/2025,15,3,0,Winter,5.6,476.77,263.32
2/6/2025,16,3,0,Winter,4.1,352.28,266.57
2/6/2025,17,3,0,Winter,8.8,519.08,241.49
2/6/2025,18,3,0,Winter,10.8,506.16,269.54
2/6/2025,19,3,0,Winter,-1.8,575.38,251.65
2/6/2025,20,3,0,Winter,4.1,452.49,182.92
2/6/2025,21,3,0,Winter,2.7,444.76,244.65
2/6/2025,22,3,0,Winter,-3.2,501.26,136.18
2/6/2025,23,3,0,Winter,3.2,533.21,191.33
2/7/2025,0,4,0,Winter,10.2,438.63,208.48
2/7/2025,1,4,0,Winter,1.7,545.21,193.16
2/7/2025,2,4,0,Winter,-2.1,560.95,155.34
2/7/2025,3,4,0,Winter,7.7,502.37,230.01
2/7/2025,4,4,0,Winter,-2.1,379.38,240.59
2/7/2025,5,4,0,Winter,4.8,471.24,220.09
2/7/2025,6,4,0,Winter,5.5,492.49,200.08
2/7/2025,7,4,0,Winter,9.5,593.21,207.53
2/7/2025,8,4,0,Winter,5.5,460.57,141.16
2/7/2025,9,4,0,Winter,2.3,457.04,251.15
2/7/2025,10,4,0,Winter,7.4,480.72,233.09
2/7/2025,11,4,0,Winter,0.5,568.13,175.1
2/7/2025,12,4,0,Winter,8.3,576.64,203.83
2/7/2025,13,4,0,Winter,9.4,535.86,145.32
2/7/2025,14,4,0,Winter,10,472.45,216.14
2/7/2025,15,4,0,Winter,12.9,541.25,224.01
2/7/2025,16,4,0,Winter,8.9,489.79,143.05
2/7/2025,17,4,0,Winter,10.1,594.64,221.9
2/7/2025,18,4,0,Winter,1.5,411.3,273.19
2/7/2025,19,4,0,Winter,4.8,543.7,272.29
2/7/2025,20,4,0,Winter,7.8,450.62,175.79
2/7/2025,21,4,0,Winter,2.7,418.9,256.68
2/7/2025,22,4,0,Winter,0.3,476.11,138.05
2/7/2025,23,4,0,Winter,9.4,594.97,160.51
2/8/2025,0,5,1,Winter,8.5,499.91,300.89
2/8/2025,1,5,1,Winter,2.2,454.35,235.59
2/8/2025,2,5,1,Winter,10.9,581.03,228.42
2/8/2025,3,5,1,Winter,3.4,503.17,311
2/8/2025,4,5,1,Winter,13.3,567.59,323.2
2/8/2025,5,5,1,Winter,12.9,707.35,159.89
2/8/2025,6,5,1,Winter,8.2,653.25,287.29
2/8/2025,7,5,1,Winter,9.3,493.45,269.25
2/8/2025,8,5,1,Winter,4.3,606.22,319.64
2/8/2025,9,5,1,Winter,8.5,531.93,265.51
2/8/2025,10,5,1,Winter,4.6,462.48,229.53
2/8/2025,11,5,1,Winter,2.9,446.49,217.92
2/8/2025,12,5,1,Winter,0.4,621.18,317.87
2/8/2025,13,5,1,Winter,2.5,467.5,283.37
2/8/2025,14,5,1,Winter,8.1,709.34,236.15
2/8/2025,15,5,1,Winter,-1.1,460.97,177.64
2/8/2025,16,5,1,Winter,7.7,427.46,318.54
2/8/2025,17,5,1,Winter,11.1,466.72,281.92
2/8/2025,18,5,1,Winter,1.2,620.15,270.71
2/8/2025,19,5,1,Winter,10.4,445.08,237.75
2/8/2025,20,5,1,Winter,8,634.23,250.21
2/8/2025,21,5,1,Winter,8.8,676.48,161.31
2/8/2025,22,5,1,Winter,8.6,458.35,202.06
2/8/2025,23,5,1,Winter,1.6,540.87,216.03
2/9/2025,0,6,1,Winter,9,700.3,310.45
2/9/2025,1,6,1,Winter,3.1,615.16,242.87
2/9/2025,2,6,1,Winter,11.7,540.91,271.64
2/9/2025,3,6,1,Winter,4.1,675.94,270.12
2/9/2025,4,6,1,Winter,5.3,523.61,190.77
2/9/2025,5,6,1,Winter,6.2,698.87,304.12
2/9/2025,6,6,1,Winter,9.1,640.84,251.07
2/9/2025,7,6,1,Winter,3.6,687.15,180.69
2/9/2025,8,6,1,Winter,0.7,491.57,247.67
2/9/2025,9,6,1,Winter,7,455.68,289.83
2/9/2025,10,6,1,Winter,6.5,675.1,243.86
2/9/2025,11,6,1,Winter,5.4,527.82,178.43
2/9/2025,12,6,1,Winter,1.6,525.93,273.64
2/9/2025,13,6,1,Winter,2.9,442.55,321.37
2/9/2025,14,6,1,Winter,8.1,543.09,259.71
2/9/2025,15,6,1,Winter,0.3,544,324.54
2/9/2025,16,6,1,Winter,-3.8,654.29,266.61
2/9/2025,17,6,1,Winter,2.4,507.36,204.21
2/9/2025,18,6,1,Winter,10.8,683.55,176.71
2/9/2025,19,6,1,Winter,0.1,452.9,285.69
2/9/2025,20,6,1,Winter,6.5,537.85,175.33
2/9/2025,21,6,1,Winter,4.7,467.16,159.68
2/9/2025,22,6,1,Winter,4.7,594.71,271.24
2/9/2025,23,6,1,Winter,7.8,613.58,279.19
2/10/2025,0,0,0,Winter,-1.2,492.27,274.65
2/10/2025,1,0,0,Winter,8,428.3,244.23
2/10/2025,2,0,0,Winter,-3.6,554.17,154.89
2/10/2025,3,0,0,Winter,1.3,387.86,207.24
